gene,mean_B,mean_other,det_B,det_other,log2FC,det_diff
Pus1,0.0731,0.1022,0.0403,0.0774,-0.4828,-0.0372
Ulk1,0.0899,0.348,0.0499,0.2606,-1.9525,-0.2108
Hscb,0.0813,0.0475,0.0439,0.0372,0.7744,0.0067
Chek2,0.01,0.0215,0.0057,0.0168,-1.1029,-0.0111
Ttc28,0.1899,0.11,0.0971,0.0697,0.7874,0.0275
Mir701,0.0,0.0,0.0,0.0,0.0,0.0
Gm35628,0.0,0.0,0.0,0.0,-4.3842,-0.0
Pitpnb,0.2635,0.2817,0.1425,0.2196,-0.0966,-0.0771
Gm36027,0.0091,0.0297,0.0049,0.0284,-1.7099,-0.0236
Mn1,0.0762,0.1323,0.0424,0.1104,-0.7949,-0.068
Gm42155,0.0,0.0027,0.0,0.0023,-11.379,-0.0023
Gm42154,0.0032,0.0016,0.0019,0.0013,1.0078,0.0007
Gm36149,0.0,0.0003,0.0,0.0002,-8.0686,-0.0002
Gm36223,0.0,0.0041,0.0,0.0038,-12.0032,-0.0038
Gm36274,0.0,0.0,0.0,0.0,0.0,0.0
C130026L21Rik,0.0151,1e-04,0.0085,0.0001,7.2204,0.0085
Gm36386,0.0003,0.0,0.0002,0.0,8.44,0.0002
Gm36434,0.0,0.0,0.0,0.0,0.0,0.0
Gm36481,0.0,0.0,0.0,0.0,0.0,0.0
E130006D01Rik,0.0068,0.0002,0.0039,0.0001,5.1668,0.0038
Gm36535,0.0,0.0002,0.0,0.0001,-7.396,-0.0001
Gm29935,0.0002,0.0,0.0001,0.0,7.5423,0.0001
Gm36794,0.0035,0.0003,0.0018,0.0002,3.7725,0.0017
Gm36880,0.0007,0.0,0.0003,0.0,9.3469,0.0003
Gm42156,1e-04,0.0,0.0001,0.0,7.1884,0.0001
Gm30032,0.0008,0.0,0.0004,0.0,9.5903,0.0004
1700016B01Rik,0.0,1e-04,0.0,0.0,-6.1757,-0.0
1700028D13Rik,0.0,0.0,0.0,0.0,-3.3844,-0.0
Miat,0.4879,0.0025,0.2583,0.0012,7.5967,0.257
Gm52821,0.0,0.0,0.0,0.0,0.0,0.0
Cryba4,0.0026,0.0009,0.0013,0.0006,1.5139,0.0007
Crybb1,0.0014,1e-04,0.0008,0.0001,3.4721,0.0007
Gm46941,0.0025,0.0,0.0014,0.0,11.2984,0.0014
Tpst2,0.1356,0.2422,0.0741,0.1826,-0.8375,-0.1085
Tfip11,0.046,0.0443,0.0261,0.0349,0.055,-0.0088
Srrd,0.0704,0.0491,0.039,0.0366,0.5207,0.0024
Hps4,0.1584,0.1404,0.0856,0.1165,0.174,-0.0309
Ccdc121rt3,0.0002,0.0008,0.0001,0.0005,-1.7567,-0.0004
Gm20636,0.0006,0.0003,0.0003,0.0003,0.6846,0.0
Asphd2,0.2635,0.0019,0.1432,0.0009,7.135,0.1423
Sez6l,0.4392,0.0039,0.2335,0.0018,6.8246,0.2317
Ccdc121rt2,0.0039,1e-04,0.0022,0.0,5.7507,0.0021
1700034G24Rik,0.0002,1e-04,0.0001,0.0001,0.8282,0.0
Gm30529,0.011,0.0006,0.0067,0.0003,4.2602,0.0064
Myo18b,0.0037,0.0011,0.0021,0.0008,1.8009,0.0013
1700095B10Rik,0.0002,0.0,0.0001,0.0,3.5141,0.0001
Grk3,0.2582,0.091,0.1363,0.0726,1.5042,0.0637
Gm22740,0.0002,1e-04,0.0001,0.0001,1.5474,0.0
Crybb2,0.0,0.0,0.0,0.0,0.0,0.0
Gm43247,0.0,0.0,0.0,0.0001,-5.1685,-0.0001
Crybb3,0.0139,0.3608,0.008,0.2484,-4.6998,-0.2404
2900026A02Rik,0.1262,0.4344,0.0712,0.3145,-1.7833,-0.2432
4833439F03Rik,0.0091,0.0955,0.0053,0.0707,-3.3892,-0.0654
Gm42161,0.0014,0.0094,0.001,0.007,-2.7126,-0.006
Lhfpl7,0.0006,1e-04,0.0003,0.0,3.1845,0.0003
Sgsm1,0.2141,0.0293,0.1157,0.0258,2.8701,0.0899
Mir7229,0.0,0.0,0.0,0.0,0.0,0.0
Mir7230,0.0,0.0,0.0,0.0,0.0,0.0
1700016C19Rik,0.0007,0.0,0.0004,0.0,9.3489,0.0004
Aym1,0.0011,0.0,0.0005,0.0,6.6257,0.0005
Gm30812,0.001,0.0,0.0005,0.0,10.002,0.0005
Wscd2,0.1862,0.0016,0.0981,0.0009,6.8399,0.0972
Gm52822,0.0457,0.0004,0.0239,0.0002,6.7078,0.0236
Cmklr1,0.0024,0.0248,0.0014,0.017,-3.3947,-0.0156
Gm15736,0.0,0.0002,0.0,0.0002,-7.9522,-0.0002
Gm52823,0.0,0.0003,0.0,0.0002,-8.426,-0.0002
1700069L16Rik,0.0016,1e-04,0.0009,0.0001,3.7311,0.0008
Gm46919,0.0,0.0,0.0,0.0,0.0,0.0
Ficd,0.0278,0.0548,0.0155,0.0436,-0.9797,-0.0281
Sart3,0.1385,0.1334,0.0749,0.1055,0.0535,-0.0306
Iscu,0.3902,0.2403,0.2069,0.1791,0.6997,0.0278
Tmem119,0.0093,0.0056,0.0049,0.0034,0.7445,0.0014
Gm42004,0.0,0.0006,0.0,0.0004,-9.1819,-0.0004
Selplg,0.0193,0.0113,0.0101,0.0077,0.7697,0.0025
Gm52824,0.0316,0.0153,0.0169,0.0117,1.0478,0.0052
Coro1c,0.1524,0.1084,0.0829,0.0818,0.4905,0.0011
Gm42005,0.0053,0.0029,0.003,0.0024,0.8768,0.0006
Ssh1,0.0918,0.1575,0.0503,0.1246,-0.7794,-0.0743
Gm52826,0.002,0.0061,0.0012,0.0042,-1.608,-0.003
Dao,0.0043,0.0007,0.0022,0.0005,2.6679,0.0017
Svop,0.4117,0.003,0.2186,0.0016,7.1175,0.2171
Gm16108,0.0158,1e-04,0.0087,0.0,7.9451,0.0087
Usp30,0.0665,0.0683,0.0362,0.0533,-0.0385,-0.0172
Alkbh2,0.0478,0.1233,0.0262,0.0995,-1.3669,-0.0733
Ung,0.0109,0.1063,0.0064,0.0897,-3.2841,-0.0833
Acacb,0.0117,0.2443,0.0067,0.1906,-4.3853,-0.1839
Foxn4,0.0,1e-04,0.0,0.0001,-6.4962,-0.0001
Myo1h,0.0044,0.0012,0.0026,0.0009,1.853,0.0017
Kctd10,0.0296,0.0378,0.0168,0.027,-0.3563,-0.0102
Ube3b,0.1057,0.2152,0.0573,0.1662,-1.0259,-0.1089
Mir7027,0.0,0.0,0.0,0.0,0.0,0.0
Mmab,0.0511,0.1377,0.0281,0.112,-1.4304,-0.0839
Mvk,0.0348,0.0994,0.019,0.0794,-1.515,-0.0604
Gm34722,0.0004,0.0,0.0002,0.0,8.7332,0.0002
Gm13790,0.0,0.0014,0.0,0.0011,-10.43,-0.0011
Fam222a,0.0288,0.0782,0.0156,0.0691,-1.4435,-0.0535
Gm34844,0.0016,0.0037,0.0009,0.0032,-1.226,-0.0023
Trpv4,0.0048,0.008,0.0024,0.0052,-0.7487,-0.0029
Gltp,0.0731,0.0097,0.0362,0.0064,2.9151,0.0297
Gm34931,0.0007,0.004,0.0004,0.0024,-2.4616,-0.002
Tchp,0.074,0.0532,0.0404,0.043,0.4753,-0.0026
Mir7028,0.0,0.0,0.0,0.0,0.0,0.0
Git2,0.2295,0.3817,0.1196,0.279,-0.7339,-0.1595
4930515G01Rik,0.0,0.0,0.0,0.0001,-5.531,-0.0001
Ankrd13a,0.1232,0.0845,0.065,0.067,0.545,-0.002
1500011B03Rik,0.3197,0.0359,0.1691,0.029,3.1554,0.1402
2610524H06Rik,0.1519,0.0045,0.0821,0.0031,5.0898,0.0791
Gm46920,0.0057,0.0015,0.003,0.001,1.9344,0.0021
Gm13821,0.004,0.0002,0.0022,0.0001,4.5928,0.002
Mir6240,0.0,0.0,0.0,0.0,-4.8529,-0.0
4930519G04Rik,0.0,0.0002,0.0,0.0001,-7.3083,-0.0001
Gm9936,0.0004,0.0,0.0002,0.0,8.5712,0.0002
Oasl2,0.0028,0.0679,0.0015,0.0444,-4.585,-0.0429
Gm13822,0.0004,0.0032,0.0002,0.0025,-2.9872,-0.0023
Oasl1,0.001,0.1284,0.0008,0.0978,-7.0571,-0.0971
2210016L21Rik,0.4225,0.0927,0.2248,0.0746,2.1882,0.1502
Hnf1a,0.0021,0.148,0.0018,0.1202,-6.1655,-0.1184
Hnf1aos1,0.0044,0.6069,0.0028,0.3778,-7.111,-0.375
Sppl3,0.4151,0.5684,0.2179,0.3957,-0.4537,-0.1778
Gm54336,0.0118,0.0332,0.0064,0.0309,-1.4896,-0.0245
Rpl37rt,0.016,0.0601,0.0088,0.0445,-1.9094,-0.0357
Acads,0.0124,0.198,0.0067,0.144,-3.9964,-0.1373
Unc119b,0.0721,0.0877,0.0401,0.0717,-0.2829,-0.0315
Mlec,0.1451,0.259,0.0798,0.1963,-0.8366,-0.1166
Cabp1,0.3978,0.0031,0.2125,0.002,7.0097,0.2105
Gm35515,0.0153,0.0004,0.0084,0.0003,5.1347,0.0081
Pop5,0.3291,0.1175,0.1774,0.0898,1.4858,0.0876
Rnf10,0.2481,0.3375,0.1329,0.2601,-0.4439,-0.1273
Coq5,0.1795,0.1599,0.0965,0.1288,0.1673,-0.0323
Dynll1,0.9185,0.1831,0.4566,0.1388,2.3267,0.3178
Gm13830,0.0496,0.0094,0.0268,0.0079,2.4063,0.0188
Srsf9,0.1616,0.1153,0.0856,0.0897,0.4868,-0.0041
Gatc,0.0407,0.0289,0.0227,0.0227,0.4934,-0.0001
Triap1,0.089,0.0568,0.0491,0.0472,0.6464,0.0019
Cox6a1,0.6439,0.3297,0.3342,0.2141,0.9657,0.1201
4930401G09Rik,0.0,0.0,0.0,0.0,0.0,0.0
LOC118568797,0.0379,0.0005,0.0207,0.0003,6.2567,0.0204
A930005G22Rik,0.0024,0.0,0.0013,0.0,6.1991,0.0013
Msi1,0.0405,0.002,0.0215,0.0012,4.3409,0.0203
Pla2g1b,0.0004,0.001,0.0002,0.0006,-1.2877,-0.0004
Sirt4,0.1205,0.1272,0.065,0.1005,-0.0783,-0.0356
Gm42007,0.0019,0.0071,0.001,0.0053,-1.9264,-0.0043
Gm24265,0.0,0.3677,0.0,0.1826,-18.4882,-0.1826
Gm24407,0.0006,0.3282,0.0003,0.163,-8.9908,-0.1627
Pxn,0.0534,0.2401,0.029,0.1797,-2.1692,-0.1507
Gm13840,0.0091,0.0526,0.0047,0.0466,-2.5368,-0.0418
Rplp0,0.4387,0.6014,0.2264,0.3757,-0.4552,-0.1493
Gcn1,0.1663,0.3332,0.0896,0.2506,-1.0026,-0.161
Mir7029,0.0,0.0,0.0,0.0,0.0,0.0
1110006O24Rik,0.0079,0.0268,0.0044,0.0221,-1.7685,-0.0177
Rab35,0.0951,0.0531,0.0527,0.0434,0.8395,0.0093
Mir7030,0.0,0.0,0.0,0.0,0.0,0.0
Bicdl1,0.2826,0.0116,0.1542,0.0081,4.6053,0.1461
Cit,0.793,0.0216,0.3981,0.0138,5.2008,0.3843
Gm42008,0.0063,0.0002,0.0033,0.0001,4.6746,0.0032
Gm36185,0.0017,0.0041,0.001,0.0034,-1.2419,-0.0025
Prkab1,0.0455,0.2035,0.025,0.1562,-2.1607,-0.1311
Gm13842,0.0006,0.002,0.0003,0.0012,-1.7437,-0.0009
Tmem233,0.0004,0.0005,0.0002,0.0004,-0.3323,-0.0002
C330018A13Rik,0.0022,0.0002,0.0012,0.0001,3.7449,0.0011
Ccdc60,0.0064,0.0014,0.0036,0.001,2.1721,0.0026
Gm36552,0.003,0.0004,0.0015,0.0003,2.9347,0.0012
Gm36502,0.0016,0.0,0.0009,0.0,5.6883,0.0008
Gm52827,0.0006,0.0,0.0003,0.0,5.7892,0.0003
B230112J18Rik,0.0004,0.0,0.0002,0.0,8.5749,0.0002
Gm36841,0.0022,0.0183,0.0013,0.0164,-3.0859,-0.0151
Hspb8,0.0098,0.3192,0.0055,0.2363,-5.0237,-0.2308
Gm42009,1e-04,0.0021,0.0001,0.0017,-4.3705,-0.0016
Srrm4os,0.0323,0.0928,0.0182,0.0814,-1.5205,-0.0632
Srrm4,0.5398,0.1584,0.2777,0.1344,1.7691,0.1433
Gm29843,0.0,0.0,0.0,0.0,0.0,0.0
Gm29926,0.0002,0.0,0.0001,0.0,7.3566,0.0001
Gm42010,0.0,0.0,0.0,0.0,0.0,0.0
Gm29972,0.001,1e-04,0.0005,0.0,4.2433,0.0005
Gm54337,0.002,0.0002,0.0011,0.0001,3.5564,0.0009
Gm30028,0.0004,0.0,0.0002,0.0,8.4721,0.0002
Gm42011,0.0,0.0,0.0,0.0,-4.3902,-0.0
Suds3,0.3461,0.379,0.1847,0.2712,-0.1312,-0.0866
Taok3,0.4129,0.9292,0.2181,0.5555,-1.1702,-0.3374
Pebp1,0.791,0.2091,0.3998,0.1481,1.9198,0.2517
Gm52828,0.0,1e-04,0.0,0.0001,-6.5841,-0.0001
Vsig10,0.0137,0.023,0.0074,0.0157,-0.7516,-0.0082
Gm42012,0.0039,0.0092,0.0023,0.0067,-1.2193,-0.0044
Wsb2,0.3533,0.227,0.1921,0.1764,0.6384,0.0157
Rfc5,0.0263,0.0254,0.0149,0.0192,0.0482,-0.0043
Gm15728,0.0078,0.0002,0.0043,0.0001,5.4312,0.0042
Gm52829,0.0003,0.0,0.0001,0.0,8.0939,0.0001
Ksr2,0.477,0.0371,0.2496,0.0243,3.6843,0.2253
Gm42013,0.0006,0.0,0.0003,0.0,4.2425,0.0003
Gm30360,0.0018,1e-04,0.0009,0.0,4.9529,0.0008
Nos1,0.0492,0.0017,0.0253,0.0011,4.8686,0.0241
Gm26995,0.0,0.0,0.0,0.0,0.0,0.0
Fbxo21,0.2977,0.3206,0.1572,0.2332,-0.1071,-0.0759
Tesc,0.2028,0.0035,0.1086,0.0021,5.8365,0.1064
Fbxw8,0.1241,0.2237,0.0681,0.18,-0.8493,-0.1119
Gm30466,0.0034,0.0029,0.0018,0.0027,0.2411,-0.0009
Gm26411,0.0,0.0,0.0,0.0,0.0,0.0
Gm30522,0.0,0.0,0.0,0.0,0.0,0.0
Hrk,0.0525,0.0011,0.0292,0.0007,5.5573,0.0286
Rnft2,0.14,0.0082,0.0766,0.0063,4.0947,0.0703
Spring1,0.0358,0.0349,0.0193,0.0281,0.0381,-0.0088
Gm25076,0.0,0.0,0.0,0.0,-4.9565,-0.0
Gm46942,0.0,0.0,0.0,0.0,0.0,0.0
Gm30604,0.001,1e-04,0.0005,0.0001,3.7654,0.0005
Gm30657,0.0593,0.0003,0.0331,0.0002,7.7755,0.033
Gm30746,0.0,0.0,0.0,0.0,-5.2872,-0.0
Gm46921,0.0,0.0,0.0,0.0,0.0,0.0
Med13l,0.4104,0.5164,0.2192,0.3654,-0.3314,-0.1462
Gm42015,0.0013,0.0002,0.0008,0.0002,2.443,0.0006
4930413E15Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm30895,0.0002,0.0,0.0001,0.0,7.9382,0.0001
Gm31034,0.0,0.0,0.0,0.0,-3.3784,-0.0
1700081H04Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm31129,0.0,0.0,0.0,0.0,-4.5078,-0.0
Gm7538,0.0003,0.0,0.0001,0.0,4.549,0.0001
Gm31190,0.0004,0.0086,0.0003,0.0076,-4.2977,-0.0073
Gm42016,0.0,1e-04,0.0,0.0001,-7.2223,-0.0001
Gm31314,0.0,0.0,0.0,0.0,-5.4299,-0.0
Tbx3os1,0.005,0.1242,0.0028,0.0716,-4.6485,-0.0688
Gm16063,0.0,0.0058,0.0,0.0038,-12.4987,-0.0038
Gm16064,0.0,0.0011,0.0,0.0007,-10.1599,-0.0007
Tbx3,0.0025,0.1397,0.0014,0.1064,-5.8147,-0.105
Tbx3os2,0.0,0.0014,0.0,0.0011,-10.4747,-0.0011
Gm42017,0.0,0.0,0.0,0.0,0.0,0.0
Tbx5,0.0002,0.0003,0.0001,0.0002,-0.2118,-0.0001
Gm5563,0.0,0.0,0.0,0.0,0.0,0.0
Gm31773,0.0,0.0,0.0,0.0,0.0,0.0
Gm38554,0.0,0.0,0.0,0.0,-3.8039,-0.0
Gm42018,0.0,0.0,0.0,0.0,-4.9123,-0.0
Gm42019,0.0,0.0,0.0,0.0,0.0,0.0
Rbm19,0.0343,0.047,0.0195,0.0388,-0.4527,-0.0193
Gm10390,0.0011,0.0022,0.0005,0.0017,-1.0356,-0.0012
Gm31836,0.0004,0.0006,0.0002,0.0005,-0.577,-0.0003
Gm27199,0.0073,0.0,0.0039,0.0,12.8325,0.0039
Gm31976,0.0004,0.0,0.0002,0.0,8.6596,0.0002
Lhx5,0.0145,1e-04,0.0071,0.0,8.0478,0.0071
Sdsl,0.0152,0.3714,0.0086,0.2625,-4.614,-0.2538
Sds,0.0123,1.4045,0.0066,0.7133,-6.8313,-0.7068
Plbd2,0.1501,0.1789,0.0818,0.1375,-0.2535,-0.0557
Slc8b1,0.0169,0.5006,0.009,0.3539,-4.8899,-0.345
Tpcn1,0.0609,0.264,0.0335,0.1936,-2.1161,-0.1601
Iqcd,0.0055,0.0125,0.0031,0.0099,-1.1832,-0.0068
Rita1,0.0548,0.0178,0.0302,0.0145,1.6257,0.0157
Ddx54,0.0727,0.093,0.0405,0.076,-0.3555,-0.0355
Cfap73,0.0006,1e-04,0.0003,0.0001,2.1364,0.0002
Rasal1,0.1702,0.0043,0.0929,0.0026,5.2987,0.0903
Dtx1,0.1047,0.0027,0.0573,0.0017,5.2737,0.0556
Oas2,0.0007,0.0291,0.0004,0.0202,-5.4517,-0.0197
Oas3,0.0002,0.0052,0.0001,0.0038,-4.7842,-0.0036
Oas1e,0.0,0.0,0.0,0.0,-5.3134,-0.0
Oas1c,0.0131,0.014,0.0073,0.0114,-0.0954,-0.004
Oas1b,0.0021,0.0599,0.0012,0.0468,-4.8664,-0.0456
Oas1f,0.0,1e-04,0.0,0.0,-5.824,-0.0
Oas1h,0.0002,1e-04,0.0001,0.0001,1.1493,0.0001
Oas1g,0.0002,0.0106,0.0001,0.008,-5.5592,-0.0079
Oas1a,0.0005,0.0241,0.0003,0.0183,-5.5741,-0.018
Oas1d,0.0,1e-04,0.0,0.0001,-6.4357,-0.0001
Rph3a,0.3535,0.0021,0.1891,0.0011,7.3819,0.188
Gm32185,0.0004,0.0,0.0002,0.0,8.5653,0.0002
Ptpn11,0.3902,0.2362,0.2055,0.1858,0.7239,0.0196
Rpl6,0.7937,0.5425,0.4019,0.3647,0.549,0.0372
Gm26205,0.0,0.0007,0.0,0.0006,-9.4629,-0.0006
Hectd4,0.4588,0.3607,0.2413,0.2703,0.347,-0.029
Gm24671,0.0,0.0,0.0,0.0,0.0,0.0
Trafd1,0.3193,0.6021,0.1706,0.3998,-0.9149,-0.2291
Gm42020,0.0069,0.0029,0.0039,0.0022,1.2252,0.0017
Naa25,0.1476,0.2567,0.0816,0.2063,-0.7982,-0.1247
Erp29,0.2801,0.2427,0.1489,0.1801,0.2069,-0.0311
Tmem116,0.0548,0.0214,0.0305,0.0183,1.3565,0.0122
Adam1b,0.0006,0.0,0.0003,0.0,9.3317,0.0003
Adam1a,0.0132,0.0182,0.0069,0.0122,-0.4612,-0.0052
Mapkapk5,0.1472,0.2074,0.0795,0.1586,-0.4949,-0.079
Aldh2,0.1193,1.1144,0.0638,0.6405,-3.2234,-0.5767
Acad12,0.019,0.0532,0.0106,0.0417,-1.4868,-0.0311
Acad10,0.0705,0.191,0.0389,0.1514,-1.4387,-0.1126
Brap,0.1579,0.5064,0.0871,0.3512,-1.6809,-0.2641
Atxn2,0.5175,1.1781,0.2697,0.6609,-1.1867,-0.3912
Sh2b3,0.0351,0.117,0.0191,0.0803,-1.7351,-0.0612
Mir7031,0.0,0.0,0.0,0.0,0.0,0.0
Gm32422,0.0,0.003,0.0,0.0022,-11.5731,-0.0022
Pheta1,0.0213,0.0353,0.0118,0.0269,-0.7292,-0.0151
Cux2,0.2978,0.1164,0.159,0.0831,1.3548,0.0759
Gm52785,0.0885,0.0325,0.0486,0.0292,1.445,0.0194
LOC118568726,0.0005,1e-04,0.0002,0.0,2.4774,0.0002
Gm52786,0.0,0.0,0.0,0.0,0.0,0.0
Myl2,0.0033,0.0003,0.0018,0.0002,3.2928,0.0017
Ccdc63,0.0031,0.001,0.0016,0.0006,1.5474,0.001
Ppp1cc,0.2402,0.2017,0.1256,0.1585,0.252,-0.0328
Hvcn1,0.0081,0.0065,0.0042,0.0044,0.3119,-0.0001
Tctn1,0.0517,0.0388,0.0282,0.0311,0.4136,-0.003
1700112N08Rik,0.0002,0.0006,0.0001,0.0007,-2.0087,-0.0005
Pptc7,0.1708,0.3153,0.093,0.2372,-0.8847,-0.1441
Rad9b,0.0675,0.0893,0.0357,0.0721,-0.4044,-0.0364
Vps29,0.3914,0.1382,0.2102,0.1014,1.5015,0.1088
Fam216a,0.1802,0.0235,0.0973,0.017,2.942,0.0803
Gpn3,0.0785,0.0798,0.0413,0.0589,-0.0233,-0.0176
Gm32853,0.0052,0.006,0.0028,0.0051,-0.2171,-0.0023
Arpc3,0.471,0.158,0.2506,0.1204,1.5759,0.1302
Anapc7,0.0888,0.1066,0.0491,0.0823,-0.2636,-0.0332
Atp2a2,1.1125,1.3157,0.5448,0.703,-0.242,-0.1582
1700040P09Rik,0.0003,1e-04,0.0002,0.0001,2.2336,0.0002
Ift81,0.2685,0.0698,0.143,0.0564,1.9438,0.0866
Gm32988,0.0,0.0,0.0,0.0,0.0,0.0
P2rx7,0.0507,0.053,0.026,0.0387,-0.0648,-0.0127
Mir8115,0.0,0.0,0.0,0.0,0.0,0.0
P2rx4,0.0918,0.4023,0.0502,0.2895,-2.1311,-0.2393
Camkk2,0.4558,0.2087,0.242,0.1603,1.1272,0.0817
Anapc5,0.4047,0.3129,0.2135,0.2205,0.371,-0.007
Gm33044,0.0051,0.0034,0.0028,0.0024,0.5813,0.0004
Rnf34,0.2009,0.1062,0.1086,0.0863,0.9198,0.0223
Kdm2b,0.166,0.2379,0.087,0.1813,-0.5194,-0.0943
Gm33118,0.005,0.0027,0.0027,0.0025,0.8803,0.0002
A930024E05Rik,0.0293,0.0152,0.0162,0.0128,0.9523,0.0034
Gm2479,0.0002,0.0033,0.0001,0.0028,-4.0488,-0.0027
Orai1,0.0408,0.083,0.0215,0.0649,-1.0238,-0.0435
Morn3,0.0011,0.002,0.0006,0.0015,-0.881,-0.0008
Gm42023,0.0012,0.0051,0.0006,0.0034,-2.1168,-0.0027
Tmem120b,0.1014,0.098,0.0548,0.0816,0.0487,-0.0268
Rhof,0.2854,0.4977,0.1518,0.3447,-0.8026,-0.1928
Setd1b,0.1446,0.3221,0.0785,0.2367,-1.1558,-0.1583
Gm54284,0.0008,0.0038,0.0004,0.0028,-2.319,-0.0024
Hpd,0.014,1.5518,0.007,0.7645,-6.7957,-0.7575
Psmd9,0.2461,0.3906,0.1323,0.2906,-0.6663,-0.1583
Cfap251,0.0317,0.0428,0.0179,0.0294,-0.434,-0.0115
Gm15860,0.045,0.0248,0.0253,0.0218,0.8605,0.0035
Bcl7a,0.237,0.205,0.1275,0.1569,0.2095,-0.0295
Gm23458,0.0,0.0,0.0,0.0,-5.3869,-0.0
Mlxip,0.1615,0.2509,0.0873,0.1769,-0.6356,-0.0896
Il31,0.0,0.0,0.0,0.0,0.0,0.0
Lrrc43,0.0026,0.0007,0.0014,0.0004,1.9151,0.001
B3gnt4,0.005,1e-04,0.0029,0.0001,5.9076,0.0028
Diablo,0.1574,0.1574,0.0857,0.127,0.0002,-0.0413
Mir7647,0.0,0.0,0.0,0.0,0.0,0.0
Vps33a,0.1273,0.1275,0.0696,0.1059,-0.0024,-0.0363
Clip1,0.5281,0.5204,0.2771,0.3657,0.0211,-0.0885
Zcchc8,0.1682,0.3051,0.0903,0.2329,-0.8593,-0.1425
Rsrc2,0.4594,0.7847,0.2409,0.5012,-0.7723,-0.2603
Kntc1,0.0047,0.0013,0.0026,0.0007,1.8533,0.0018
Hcar2,0.0003,0.0017,0.0002,0.0014,-2.3068,-0.0012
Hcar1,0.0,1e-04,0.0,0.0001,-6.524,-0.0001
Denr,0.2396,0.1378,0.1305,0.1091,0.7984,0.0214
Ccdc62,0.0601,0.2245,0.0323,0.18,-1.9,-0.1478
Hip1r,0.0972,0.1563,0.0524,0.1259,-0.686,-0.0734
Gm46922,0.0009,0.0009,0.0005,0.0009,-0.1094,-0.0004
Mir7032,0.0,0.0,0.0,0.0,0.0,0.0
Vps37b,0.1,0.1653,0.055,0.1363,-0.7249,-0.0812
Gm34086,0.0058,0.0091,0.0031,0.0072,-0.6493,-0.004
Abcb9,0.1337,0.0224,0.0727,0.0171,2.5785,0.0557
Gm16001,0.003,0.0023,0.0017,0.0022,0.3924,-0.0005
Ogfod2,0.0552,0.0988,0.0308,0.0765,-0.8396,-0.0458
Arl6ip4,0.2055,0.1686,0.1106,0.1288,0.2853,-0.0182
Pitpnm2,0.2573,0.3502,0.1405,0.2537,-0.4447,-0.1132
Gm52788,0.0002,0.0004,0.0001,0.0003,-1.2361,-0.0001
LOC115490137,0.0601,0.041,0.0333,0.031,0.5533,0.0023
Pitpnm2os2,0.0044,0.004,0.0026,0.0034,0.1121,-0.0008
Pitpnm2os1,0.0016,0.0072,0.001,0.0052,-2.1232,-0.0042
Mphosph9,0.2745,0.1418,0.1462,0.1151,0.953,0.0311
Mtrfr,0.046,0.0242,0.0255,0.0206,0.9271,0.0049
Cdk2ap1,0.2077,0.117,0.112,0.0857,0.8277,0.0264
Sbno1,0.5556,0.6352,0.2902,0.4294,-0.1933,-0.1392
Kmt5a,0.2418,0.1546,0.1297,0.12,0.6459,0.0097
Rilpl2,0.0793,0.0584,0.0442,0.0462,0.4427,-0.002
Snrnp35,0.0352,0.0422,0.0196,0.036,-0.2598,-0.0164
Gm52789,0.0022,0.0067,0.0013,0.0045,-1.5989,-0.0032
Rilpl1,0.1619,0.0412,0.0907,0.0317,1.9738,0.0589
Tmed2,0.5638,0.5587,0.2933,0.3811,0.0131,-0.0878
Ddx55,0.272,0.1678,0.1461,0.1347,0.6968,0.0114
Eif2b1,0.081,0.1043,0.0445,0.0843,-0.3643,-0.0399
Gtf2h3,0.0516,0.0621,0.028,0.0496,-0.2693,-0.0217
Tctn2,0.0655,0.0158,0.0362,0.0127,2.0487,0.0234
Atp6v0a2,0.1752,0.2335,0.0953,0.1816,-0.4146,-0.0863
Dnah10,0.0017,0.005,0.0011,0.0032,-1.5613,-0.0021
Ccdc92,0.2246,0.0019,0.1208,0.0015,6.8478,0.1193
Zfp664,0.1972,0.1301,0.1073,0.1009,0.6005,0.0064
Gm32449,0.0007,0.0002,0.0004,0.0002,1.457,0.0002
Gm40320,0.017,0.0005,0.0098,0.0004,5.1345,0.0094
Gm40321,0.0007,0.0013,0.0004,0.0009,-0.8439,-0.0004
Gm32529,0.0,0.0,0.0,0.0,0.0,0.0
Rflna,0.0012,0.0008,0.0006,0.0006,0.5225,0.0
Ncor2,0.2622,0.2046,0.1425,0.1626,0.3579,-0.0202
Gm32585,0.0007,0.0002,0.0003,0.0001,1.7203,0.0002
Scarb1,0.0839,0.5176,0.0453,0.3653,-2.625,-0.3199
Gm32701,0.0008,0.071,0.0006,0.0653,-6.4857,-0.0647
Gm40323,0.0005,0.0028,0.0002,0.0017,-2.6311,-0.0015
Gm40324,0.0007,0.0004,0.0004,0.0002,0.982,0.0002
Ubc,0.7175,1.2503,0.3616,0.683,-0.8013,-0.3214
Gm10382,0.0045,0.0127,0.0027,0.0084,-1.4928,-0.0057
n-TAtgc10,0.0002,0.0012,0.0001,0.0008,-2.4754,-0.0007
n-TDgtc15,0.0,1e-04,0.0,0.0001,-6.1684,-0.0001
n-TFgaa7,0.0,0.0003,0.0,0.0002,-8.3731,-0.0002
